,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
98,99.0,BIHAR,SARAN,732194,671973,136968,7057,527948,156179,157750,156117,157686,145736,128391,129369,827,58,111858,4876817,15261,650237,1272,51203,24074,2797114,5578257,0,0,10481,5414,10688,7361,189148,85166,307285,306783,502,1098685855,2,2,0,6984,0,0,0,0,0,0,0,0,0,0,0,0,24139,37587,37408,20277,9958,21079,62572,96861,76129,27329,30176,29293,34460,30365,0,0,0,21130,62908,97595,76512,27439,30287,29432,34627,30524,0,0,0,17276,54466,80998,56249,18189,24180,23811,28391,23,0,0,0,240754,1040024,1660228,984377,313696,438818,417356,482869,135,0,0,0
99,100.0,BIHAR,Sheikhpura,127876,116017,38279,143,77595,27094,30048,27086,30038,20701,24421,26646,61,17,19841,807295,4508,159354,72,2958,2056,488714,969607,0,0,1816,462,1850,962,10250,10469,62950,61854,1096,187452084,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5391,8211,7345,4243,1456,5323,15704,19789,10631,3104,3949,3192,5203,2892,0,0,0,5658,17272,21610,11248,3161,4038,3299,5325,3011,0,0,0,4953,14631,17422,8181,2894,3206,2805,3530,58,0,0,0,59950,297201,325693,114363,39286,46192,39667,47071,184,0,0,0
100,101.0,BIHAR,SHEOHAR,133464,120182,16875,31,103276,48607,64492,48537,64408,40740,39000,50939,50,26,36266,1350949,2725,97879,9,334,8803,746162,1449162,0,0,2722,2055,2791,5194,29777,34608,96343,76563,19780,279848079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9207,15877,14231,8362,3262,4744,14824,25879,7932,7193,13484,9503,9985,5645,0,0,0,5372,18817,35041,9686,8822,16015,11538,11741,6611,0,0,0,4247,13117,22104,6394,6476,10112,8052,6685,27,0,0,0,73264,258615,463971,114057,117722,174190,134300,112949,94,0,0,0
101,102.0,BIHAR,SITAMARHI,691261,613121,102841,1780,508500,179655,207737,179111,207042,215021,133755,150552,86,424,122325,4177959,10682,329681,748,20203,25116,2648390,4527843,0,0,8476,3671,8731,4918,5190244,162065,381785,366231,15554,884448307,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20522,44375,48052,24689,12914,21884,64837,83877,38018,31389,47818,40766,36875,19865,3,0,0,24267,75280,96434,40271,33209,52034,43449,39262,20994,3,0,0,17609,51957,58776,28451,24393,34487,32475,15974,196,0,0,0,282007,970663,920729,489598,414714,629499,589219,230839,575,0,0,0
102,103.0,BIHAR,SIWAN,393969,367990,62223,14647,291120,79075,85194,79019,85133,61588,61227,64507,63,107,50589,1443978,8345,218835,2293,63889,4853,722701,1726702,0,0,3251,1846,3311,2874,3739912,43136,144333,138596,5737,337446430,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11116,15893,19199,13871,4407,5927,37926,53280,21220,11218,11292,11131,11811,7011,0,0,0,6019,40414,56757,22212,11544,11569,11452,12193,7304,0,0,0,5273,31002,38315,13922,8661,7909,8551,7393,115,0,0,0,65870,491101,544262,199646,120329,96355,114664,94206,269,0,0,0
103,104.0,BIHAR,SUPAUL,438370,395992,90240,1992,303760,104940,135360,104725,135035,139733,85449,104348,212,211,73654,2732459,11368,361951,427,14704,15276,1973652,3109114,0,0,5796,3162,5889,5423,504016,76788,249079,222166,26913,608187475,31,31,0,69840,0,0,0,0,0,0,0,0,0,0,0,0,16238,37255,29550,16343,4963,18749,45068,49830,26133,20243,24946,22565,21556,10747,0,0,0,21445,55815,61470,29875,23347,29180,25736,25093,12356,0,0,0,15959,37943,38875,21829,17150,19196,18500,11888,126,0,0,0,273875,704381,658657,380466,289725,323050,303417,175208,598,0,0,0
104,105.0,BIHAR,VAISHALI,815153,722622,192506,2987,527129,168599,173510,168090,172963,211701,125461,127269,160,95,110027,4195983,15045,521840,389,15596,35568,2956222,4733419,0,0,8882,5498,9257,9863,190515,135738,316737,314908,1829,906315971,27,27,0,50828,0,0,0,0,0,0,0,0,0,0,0,0,23764,44657,32473,17433,8940,24283,63604,92351,54520,35706,43280,37150,30044,18670,0,0,0,24493,64637,94472,55351,36023,43742,37409,30263,18746,0,0,0,19952,50368,61035,36447,25775,32847,28114,20310,300,0,0,0,329359,926705,1120862,656417,387019,523874,474764,312267,2152,0,0,0
105,106.0,CHHATTISGARH,BALOD,154703,152108,10716,47247,94145,135947,241630,135924,241549,135742,128692,200446,3147,1588,78667,2837688,8795,318837,41230,1662667,266,2889382,4819192,0,0,9164,2863,9194,3941,42548,40715,311734,310344,1390,915022978,9430,9429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13746,82672,61524,33175,9331,98779,123392,108305,23926,13885,9920,10194,12881,16728,0,0,10,138738,191265,155887,29478,16747,12004,12563,15497,20386,0,0,10,86405,116604,101047,20371,12377,8791,9312,7670,365,0,0,0,820970,2278889,1236638,161880,97805,73076,84910,63123,1901,0,0,0
106,107.0,CHHATTISGARH,BALODA BAZAR,247812,230112,48359,30499,151254,189427,449364,189414,449347,160229,175540,390303,5600,2154,115834,3998583,36915,1339567,22791,933416,2266,3100071,6271566,0,0,9714,2047,9796,2758,50138,31110,550928,548618,2310,1005398745,308,307,1,67708,0,0,0,0,0,0,0,0,0,0,0,0,42693,158479,101443,62577,25018,93187,155103,120363,13663,9329,6913,9487,8297,17023,0,0,0,197618,349862,256765,20407,14134,11161,15381,13430,29988,0,0,0,84951,142876,107247,11679,8352,6134,8605,6944,1517,0,0,0,1228622,2945403,1591861,117098,98132,72339,119700,85658,12753,0,0,0
107,108.0,CHHATTISGARH,BALRAMPUR,126470,119959,4016,62866,53077,91806,172817,91805,172813,96650,72745,126617,5151,537,31325,1211678,2396,100281,39024,1662172,680,1297582,2974131,0,0,5180,909,5291,2203,23247,44362,219365,218663,702,562476497,54,53,1,1140,0,0,0,0,0,0,0,0,0,0,0,0,19640,50606,35563,16294,4520,39340,69008,52061,7416,7590,11394,13192,27767,28457,0,0,0,66602,126528,91995,11017,10950,16713,19558,46066,47352,0,0,0,29017,51281,36575,5399,6282,9815,9482,17638,3588,0,0,0,514131,1136507,597542,60721,83140,150095,126482,275499,30014,0,0,0
108,109.0,CHHATTISGARH,BASTAR,117848,109825,1994,70706,37125,59538,108104,59539,108101,75489,51458,83059,4591,282,17790,725116,851,33806,32817,1446871,1788,1104106,2205793,0,0,4309,1390,4365,2031,22338,63453,166457,164093,2364,419849721,11040,11013,27,1768598,0,0,0,0,0,0,0,0,0,0,0,0,10853,34458,25898,8880,2695,19686,39315,35688,12845,10369,11148,11713,9346,8211,1,0,0,29273,68753,59643,18466,13484,14496,15699,12934,11595,1,0,0,17536,33146,29959,10697,9338,10029,10502,7843,1343,0,0,0,314931,688862,549134,129280,136867,141657,137930,98549,8583,0,0,0
109,110.0,CHHATTISGARH,BEMETARA,179374,168710,20015,5392,143303,122174,264471,122169,264440,75886,103448,204400,2601,858,87669,2910896,12341,418952,3438,136073,698,1645247,3465921,0,0,5374,1159,5426,1918,143633,28845,321412,318874,2538,535354417,8134,8109,25,1289879,0,0,0,0,0,0,0,0,0,0,0,0,23649,76340,58654,33916,11860,63572,93367,65338,7407,3555,2477,3033,3800,4901,0,0,0,125209,194036,130117,12164,5381,3616,4391,6280,8606,0,0,0,52069,82396,58579,6491,3543,2475,2941,2752,417,0,0,0,703831,1624002,872903,92864,52210,35490,42368,38764,3489,0,0,0
110,111.0,CHHATTISGARH,BIJAPUR,42874,39104,1865,28455,8784,32814,78311,32791,78233,26051,31641,74764,4066,468,7233,360018,1433,73738,22975,1217596,84,821838,1651352,0,0,3180,1662,3214,1869,11991,17851,44323,42874,1449,170900088,3,3,0,5890,0,0,0,0,0,0,0,0,0,0,0,0,10689,31357,17635,10086,5069,11099,23180,21832,4240,2463,2438,3276,5715,2977,0,0,0,25530,53170,50084,8121,4412,4533,6073,11568,5580,0,0,0,10143,22430,21683,3980,2402,2224,3036,5155,155,0,0,0,210812,689480,516037,55221,31837,28311,41238,76934,1482,0,0,0
111,112.0,CHHATTISGARH,BILASPUR,212531,187256,32434,33554,121268,138908,285783,138889,285726,153757,120742,229866,7639,949,77104,3334740,20526,880045,23112,1077462,318,2667160,5292247,0,0,9172,2236,9257,3236,35535,55651,363947,362088,1859,871680961,96,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37261,88191,62162,32106,10250,68736,120888,90589,10000,7042,6115,7873,13894,14259,0,0,0,127645,240928,172119,15924,10896,9181,11844,22690,24215,0,0,0,58454,105465,77412,9169,6586,5620,7014,10354,3165,0,0,0,808869,2736086,1199497,126843,93028,80898,92303,129867,24856,0,0,0
112,113.0,CHHATTISGARH,DANTEWADA,40984,39437,1296,30438,7703,28803,56868,28796,56847,33157,25799,48015,3909,623,4537,205682,715,30350,20547,1116728,14,642368,1352760,0,0,2709,246,2790,628,11205,29175,25157,24439,718,58714642,39178,37986,1192,163580235,0,0,0,0,0,0,0,0,0,0,0,0,2519,20294,13085,8367,3759,10922,19792,19322,7937,5722,2529,7551,10374,9319,0,0,0,19101,37294,35602,13360,9376,3721,11662,15656,15065,0,0,0,10027,18647,18161,3854,4949,2001,6470,8135,585,0,0,0,169944,480748,378119,36739,63551,26814,88669,104354,3822,0,0,0
113,114.0,CHHATTISGARH,DHAMTARI,158149,154969,9294,46598,99077,139716,283278,139716,283274,128669,134708,258995,6379,896,87397,3202168,7975,290072,39336,1874289,447,2668096,5366529,0,0,9849,1957,9900,2554,35160,54121,359826,356111,3715,1018013697,1386,1385,1,190596,0,0,0,0,0,0,0,0,0,0,0,0,25200,113597,69498,39204,11379,82288,125384,105405,17510,9681,9528,9797,11234,21058,0,0,0,132952,232659,182165,23088,12083,12146,13110,15782,30014,0,0,0,77210,119873,100097,15424,8815,9070,8996,10102,2987,0,0,0,847999,2566374,1405568,149812,82805,93468,98576,98510,23417,0,0,0
114,115.0,CHHATTISGARH,DURG,122650,114220,12595,6871,94754,94212,161075,94212,161077,91025,86779,135217,2525,682,72174,2741736,9282,338897,5323,203607,783,2058659,3284240,0,0,5474,1590,5509,2531,20105,19295,200834,199307,1527,611086436,621,620,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12885,50964,43745,21904,5720,63404,83155,73264,9208,6601,5349,5892,7022,8580,0,0,0,90819,127312,109646,11129,8276,6245,7346,8882,11660,0,0,0,58855,78049,68159,8001,6089,5067,5585,4459,980,0,0,0,635951,1466933,858055,77071,66630,55565,69334,49278,5423,0,0,0
115,116.0,CHHATTISGARH,GARIYABAND,143499,137415,11866,50920,74629,117431,252340,117430,252330,116473,110875,224546,4803,645,60910,2232806,9491,345639,40474,1735369,480,2123067,4313814,0,0,7652,2054,7752,2690,33822,84367,310107,308267,1840,731512899,1,1,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,22617,97176,58807,34219,11736,52098,97184,85472,11292,7538,5620,9591,15810,26155,0,0,0,98977,198198,173222,17463,11160,8164,15747,27887,48624,0,0,0,46797,89341,78788,9365,6839,4930,8377,12502,8496,0,0,0,637707,1818132,1302792,94338,72672,48094,113968,151146,74965,0,0,0
116,117.0,CHHATTISGARH,JANJGIR-CHAMPA,315156,283012,71956,36598,174458,192887,427484,192869,427417,155470,163259,325648,3716,2161,101059,3022517,39786,1133971,22414,719234,2288,2389878,4875722,0,0,8682,3172,8752,5028,36652,37314,545189,541699,3490,881462762,40,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,43722,118121,86868,55849,21117,108744,152777,92246,17743,11469,7425,12205,24353,17287,0,0,0,224315,327629,188093,29320,18261,11601,20667,45072,32247,0,0,0,89140,127521,75072,14584,9704,6102,9848,16819,1109,0,0,0,1109422,2163907,908339,161992,111846,68948,124455,218124,8689,0,0,0
117,118.0,CHHATTISGARH,JASHPUR,164940,160296,6817,83722,69757,107079,216851,107056,216800,105665,82552,146620,6416,1420,36990,1626125,3396,139723,42166,1799697,1535,1562623,3565545,0,0,6756,1834,6967,2462,36051,123535,285667,280578,5089,675493636,460,459,1,2062,0,0,0,0,0,0,0,0,0,0,0,0,9006,56954,44986,26355,9345,53571,76952,61988,13043,12317,11497,21188,41832,36837,0,0,37,93151,144680,114138,19974,18739,16929,33106,71284,61813,0,0,57,38612,58034,41807,9624,10372,9565,15414,26126,2655,0,0,0,549728,1310481,641310,110479,151074,116596,200633,463776,21468,0,0,0
118,119.0,CHHATTISGARH,KANKER,146754,141939,5540,76102,60297,100778,182873,100713,182716,80400,90941,152349,4774,1181,34114,1281630,3738,149627,53089,2293340,897,1865134,3724597,0,0,7659,1652,7771,2248,70705,87940,261364,258548,2816,696009746,27461,27306,155,7605796,0,0,0,0,0,0,0,0,0,0,0,0,10344,68224,45237,22197,6370,62067,76287,61084,7280,5051,5465,12796,29160,38626,0,0,1,93392,121319,93870,9921,6792,7354,18983,42582,55774,0,0,1,55212,68508,54565,6283,4361,4825,10958,22857,4480,0,0,0,851038,1411009,783749,80986,56166,64199,160819,290204,26427,0,0,0
119,120.0,CHHATTISGARH,KAWARDHA,181949,178786,19771,34285,124730,162378,366546,162371,366522,174597,151187,324165,9922,3252,106418,4841010,16276,721756,28493,1422706,1262,3340222,6985472,0,0,10000,2734,10069,3605,29686,34892,397598,394488,3110,1035644207,76,76,0,39810,0,0,0,0,0,0,0,0,0,0,0,0,46802,130465,81188,46179,19760,92601,143094,108934,10427,6266,7873,8300,15733,14601,0,0,0,192779,315150,231881,17097,9928,13085,13928,28946,27964,0,0,0,83295,132286,99368,9596,5846,7269,7627,13259,2752,0,0,0,1241250,3498982,1668260,115258,70270,89671,100172,176672,24937,0,0,0
120,121.0,CHHATTISGARH,KONDAGAON,100387,96250,3819,70579,21852,59273,124967,59268,124945,58025,54361,106263,4067,544,11579,421242,1998,75392,40784,1659324,328,1076878,2155958,0,0,4251,1277,4306,1749,21842,28821,193293,192416,877,407520994,34744,34740,4,3660456,0,0,0,0,0,0,0,0,0,0,0,0,6329,53757,29619,13126,3432,25298,41614,35680,9134,4853,5907,7230,8558,10067,0,0,0,45791,79952,66503,14176,6770,8585,10588,13324,16134,0,0,0,22708,37763,32300,7616,4396,5471,6566,7291,885,0,0,0,416406,772647,587349,82497,50571,71523,84175,84452,6338,0,0,0
121,122.0,CHHATTISGARH,KORBA,151344,144223,8077,58665,77481,103031,223828,103017,223814,89786,79024,150537,3620,537,41988,1397426,3997,132914,33039,1260932,787,1362837,2791272,0,0,5228,1307,5290,1910,27285,81126,294357,294267,90,527126410,1037,1020,17,1140,0,0,0,0,0,0,0,0,0,0,0,0,12588,62920,49793,18863,6419,33492,65539,74024,16330,12391,8189,12070,22311,21949,0,0,0,60647,126925,152728,25703,18812,11882,19132,39229,40079,0,0,0,25649,53899,46904,10292,9325,6382,9843,15210,1743,0,0,0,392063,1054944,690594,114162,115945,70910,122577,214666,15411,0,0,0
122,123.0,CHHATTISGARH,KOREA,120374,113653,5163,57920,50570,91478,155843,91470,155832,100026,82943,136566,5594,885,34703,1421720,3624,141580,44616,1975651,616,1501201,3538951,0,0,6780,2784,6853,4163,796506,47900,205216,204552,664,668600321,51,51,0,1140,0,0,0,0,0,0,0,0,0,0,0,0,21334,53582,36490,18658,6548,47532,70707,55691,14163,20523,23797,19873,22325,26011,0,0,0,71297,114090,86026,18295,26958,30754,25566,30374,35817,0,0,0,39190,63342,47802,10282,17214,20501,15701,18009,6447,0,0,0,528664,1330522,669952,101188,208118,252358,181457,219177,47515,0,0,0
123,124.0,CHHATTISGARH,MAHASAMUND,217237,211003,23265,51248,136490,148559,331682,148523,331611,138959,119783,245395,4479,268,77597,2929553,13173,482962,29013,1218609,172,2237795,4631124,0,0,8095,969,8141,1555,29853,29287,426215,425837,378,794817358,448,445,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20350,94359,71695,43341,15663,75814,121116,94683,5503,5650,4603,5358,11526,9792,0,0,0,155753,263996,197342,8370,8535,6915,8360,20801,17912,0,0,0,58626,98147,70720,4868,5053,4274,4834,6090,233,0,0,0,861572,2327483,1103204,65658,69072,60025,67812,74102,2196,0,0,0
124,125.0,CHHATTISGARH,MUNGELI,143249,136443,30439,11528,94476,109640,243781,109597,243696,115705,95335,198673,5404,1011,66201,2829018,21151,896920,7983,365603,1234,1924181,4091541,0,0,5887,920,5945,1306,26175,52516,288521,285423,3098,606406336,67,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26750,77800,52823,29473,11927,78566,91242,58879,7515,6162,4495,4510,7552,13676,0,0,0,164421,196552,122293,12826,10230,7281,7366,14015,26327,0,0,0,67525,79051,47953,6515,5747,3988,3959,4792,1321,0,0,0,1170928,1830216,727843,86314,85078,57564,56876,64863,11859,0,0,0
125,126.0,CHHATTISGARH,NARAYANPUR,22912,21687,466,18298,2923,15529,35386,15521,35365,14659,14479,31803,1402,129,1999,86531,328,14376,12152,567350,308,340774,668257,0,0,1332,238,1357,480,5931,8444,35343,34071,1272,88871357,1377,1377,0,3392094,0,0,0,0,0,0,0,0,0,0,0,0,4256,13566,7817,4441,1661,8417,11659,9823,2757,2046,2195,1884,1303,1709,0,0,0,16579,24243,20038,4437,3137,3093,2813,1962,2704,0,0,0,6973,10623,9404,1843,1967,1710,1730,1156,152,0,0,0,142344,235651,182420,20000,28164,20303,24134,14050,1191,0,0,0
126,127.0,CHHATTISGARH,RAIGARH,253316,228918,34800,84487,109631,157746,319213,157659,319002,160622,118071,207700,4700,1648,57017,1728090,18141,532081,42913,1412242,4115,1645350,3672413,0,0,6354,2752,6435,4386,36217,59769,401110,398816,2294,687956018,30,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24208,74622,58181,36075,14617,48056,102018,91567,17171,22293,24349,30648,28699,23217,11,0,1,87542,202056,179503,27201,34872,38893,50711,47358,38747,20,0,1,32832,71534,62962,12171,17322,18770,21261,17880,2262,0,0,0,409869,1217374,942478,122252,211442,239291,279901,233799,16007,0,0,0
127,128.0,CHHATTISGARH,RAIPUR,170378,157470,27838,7091,122541,129385,287990,129369,287973,122695,117500,233699,5902,2567,92556,3636917,19732,809645,5212,218682,951,2498275,4665244,0,0,7833,2592,7917,4171,40484,31884,327893,323769,4124,789976568,3134,3123,11,0,0,0,0,0,0,0,0,0,0,0,0,0,27101,97156,62301,34764,12405,65474,115799,91731,17494,13501,9050,10075,12494,13238,0,0,0,127690,248209,180793,25906,19068,11934,13241,17773,19973,0,0,0,58680,104593,78413,15709,12031,8046,9255,9517,827,0,0,0,682307,2251823,1064484,176263,153349,94890,123144,113780,5204,0,0,0
128,129.0,CHHATTISGARH,RAJNANDAGON,272502,269090,17564,60687,190839,246980,440638,246954,440539,237608,237509,402731,8678,5201,167741,6612376,15043,609822,54725,2569857,720,5680718,9792055,0,0,17799,3456,17929,4664,68755,132650,564407,560582,3825,1785363278,150,149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35697,175288,118424,54352,18915,182516,222849,174369,19230,11138,14108,25681,35452,58681,0,0,0,265226,360029,264472,25021,14082,18268,35091,49137,80413,0,0,0,173685,214277,162854,16132,10162,13225,21592,26324,5640,0,0,0,2247433,4629408,1979319,152692,100986,136823,254464,261148,29782,0,0,0
129,130.0,CHHATTISGARH,SUKMA,54450,49978,596,42822,6560,44746,109918,44748,109920,44684,41010,93006,5435,1957,5326,255634,441,19104,35243,1783406,1224,1017919,2058144,0,0,4204,2369,4263,3801,26976,39588,55850,54606,1244,158975641,17471,17421,50,59643464,0,0,0,0,0,0,0,0,0,0,0,0,10102,37166,22307,14924,8514,24698,30881,29234,8994,6356,7898,9354,11776,5826,0,0,0,54535,70433,68717,17149,11815,14045,16331,20889,9704,0,0,0,21284,25709,24010,6127,4574,5894,7173,8902,296,0,0,0,471372,624555,489929,93146,60257,78596,99207,138026,3056,0,0,0
130,131.0,CHHATTISGARH,SURAJPUR,153080,142440,6261,64261,71918,112343,199851,112331,199814,120526,93445,156148,6338,657,46308,1921136,3924,164361,43213,1857124,3499,1614968,3942621,0,0,6214,3351,6386,5403,1775642,41355,252652,251743,909,745941098,2465,2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30594,57961,40793,20578,6226,56339,80401,64963,11755,13285,12972,21208,46657,42984,0,0,0,88497,135459,106217,17183,19128,18713,30807,73845,68018,0,0,0,42465,65934,50731,9258,11236,10964,16726,31516,4517,0,0,0,691063,1436895,703120,101957,139289,139338,219784,475526,35649,0,0,0
131,132.0,CHHATTISGARH,SURGUJA,151605,140746,5541,76517,58688,119931,222660,119927,222658,124883,74865,120242,2881,415,30205,917907,2807,81291,41853,1338666,2725,961715,2337864,0,0,4584,1304,4659,1665,82529,46640,228821,227046,1775,423869276,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14312,45294,35338,19330,5844,42741,93840,77223,9883,10057,12210,25533,34976,22898,13,0,0,70773,172270,141399,14304,14110,17430,41446,57410,36152,19,0,0,25014,49450,36526,6342,8077,9046,15034,21539,1238,0,0,0,303944,785635,435728,69686,109512,107819,207986,308743,8811,0,0,0
132,133.0,GOA,NORTH GOA,19621,18792,686,1018,17088,1761,1844,1697,1778,295,1579,1651,0,0,1359,23272,120,2900,100,2338,0,22234,28510,0,0,46,30,82,30,76687,1793,12009,11815,194,4622854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,257,674,458,250,283,516,347,143,86,53,713,1061,734,0,0,0,294,531,354,144,87,53,748,1107,778,0,0,0,281,504,345,131,76,53,684,960,0,0,0,0,1575,5529,3147,1282,439,427,4875,11236,0,0,0,0
133,134.0,GOA,SOUTH GOA,18101,15100,109,8952,6039,1832,1904,1819,1887,488,1804,1870,1,2,283,5208,3,38,1518,26648,2,22185,31894,0,0,63,28,91,28,585,1958,8432,8377,55,6268994,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,382,626,527,293,108,289,333,129,195,412,767,1219,515,0,0,0,116,292,339,134,206,431,799,1252,532,0,0,0,109,291,335,129,199,412,768,1201,77,0,0,0,654,3077,3218,1183,1708,3126,7480,11108,340,0,0,0
134,135.0,GUJARAT,AHMADABAD,118526,107178,12864,4122,90192,13938,29689,13933,29679,6653,12511,26195,213,131,11582,513579,825,31624,104,4198,74,239866,549401,0,0,1023,135,1024,183,5823,11258,45009,20916,24093,99489267,11258,2154,9104,230394,0,0,0,0,0,0,0,0,0,0,0,0,5232,7920,6498,4520,2025,366,7117,6980,3717,2065,1909,1800,977,968,0,0,0,633,16370,15238,5824,3361,3345,2997,1577,1418,0,0,0,306,6446,5947,3170,1906,1702,1579,525,12,0,0,0,4420,191269,161020,65628,40474,40974,35840,9602,174,0,0,0
135,136.0,GUJARAT,AMRELI,108978,103554,17859,358,85337,19433,51236,19430,51231,6333,16424,41783,90,167,13755,461497,2608,89448,61,1823,386,259730,552768,0,0,956,29,957,41,3409,4041,81100,54548,26552,97170669,22606,12777,9829,0,0,0,0,0,0,0,0,0,0,0,0,0,9566,15436,9857,5367,1557,137,15451,7590,575,462,418,222,108,66,0,0,0,260,40950,19218,1117,852,747,395,196,111,0,0,0,122,13560,5717,492,385,351,186,71,0,0,0,0,2933,431002,90089,9793,7109,6404,3927,1511,0,0,0,0
136,137.0,GUJARAT,ANAND,197135,196599,10949,3532,182118,24191,41660,24182,41644,9985,19056,29652,77,56,17444,473150,1305,40710,307,10114,425,257518,523974,0,0,737,15,740,24,2836,6321,90722,77252,13470,82110866,7531,4610,2921,0,0,0,0,0,0,0,0,0,0,0,0,0,3582,8722,9187,6072,1932,2469,15067,17071,5710,1779,1901,2302,2762,3293,0,0,0,3630,25755,28909,8245,2425,2416,3027,3779,4553,0,0,0,1874,11751,12498,3560,1330,1354,1593,1287,58,0,0,0,21773,198796,200096,41642,14041,15729,19421,12149,327,0,0,0
137,138.0,GUJARAT,BANAS KANTHA,168439,164767,25273,17597,121897,53791,92087,53628,91814,29175,42100,68708,292,459,27958,1104290,9637,412426,4505,158835,1633,762884,1675551,0,0,3251,586,3273,732,2086955,31759,145799,130100,15699,317226642,44398,36526,7872,2545299,0,0,0,0,0,0,0,0,0,0,0,0,12613,24003,20259,9619,2052,5188,24249,31763,20154,10656,8875,9000,3800,4880,0,0,0,7194,39031,53135,32193,15788,13212,13016,5407,6623,0,0,0,4434,18736,24546,16948,7630,7066,7194,2178,218,0,0,0,55997,370784,561498,301736,112048,115109,128859,28308,1212,0,0,0
138,139.0,GUJARAT,BHARUCH,120239,112200,5974,77390,28836,15461,26363,15373,26160,6290,8862,12225,77,42,1917,64594,427,16391,6518,204771,85,148063,285756,0,0,552,145,555,187,295900,6776,31151,28230,2921,47750720,32242,16718,15524,123587,0,0,0,0,0,0,0,0,0,0,0,0,1342,2969,3185,1962,832,1132,8085,9783,3845,1280,1043,1338,1315,598,0,0,0,1525,13090,15701,5104,1651,1316,1810,1908,821,0,0,0,1076,5109,6223,2004,1143,987,940,771,140,0,0,0,12199,88738,109360,23715,15164,12657,12950,10151,822,0,0,0
