,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
368,369.0,MANIPUR,CHANDEL,35848,35653,92,31125,4436,34394,35498,34281,35364,25695,34210,35190,0,113,4256,148977,92,4705,29862,1601234,9,758566,1754916,0,0,3361,774,6030,774,15996,6428,29405,28496,909,236712568,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2701,9240,9575,7612,6062,3727,18499,8825,21476,19610,15893,21685,8571,1279,0,0,0,3727,18507,8851,21530,19616,15902,21688,8576,1280,0,0,0,3375,20118,10450,22386,23862,17782,24723,11015,115,0,0,0,31259,296801,104030,283580,256741,269536,364354,148224,391,0,0,0
369,370.0,MANIPUR,CHURACHANDPUR,62800,62777,11,61411,1355,62556,65710,62231,65367,11254,62206,64921,0,22,1335,69133,11,531,60860,3177532,8,1278645,3247196,0,0,4352,2179,10129,3753,23278,12488,45001,32149,12852,289128174,8,6,2,45226,0,0,0,0,0,0,0,0,0,0,0,0,2933,14813,17625,15015,14535,159,6717,22659,56116,60249,28375,34640,20635,7492,0,0,0,159,6717,22723,57749,60810,28491,34710,20646,7493,0,0,0,141,5343,13993,54979,60863,29061,34283,18767,555,0,0,0,311,30132,118137,979472,1359466,317480,331559,108704,1935,0,0,0
370,371.0,MANIPUR,IMPHAL EAST,118569,117413,1658,2075,113680,102188,107738,102183,107732,62799,100926,106028,43,504,97671,4805228,1556,98642,1699,80398,246,2924742,4984268,0,0,8760,7868,20574,9342,31374,18125,126156,123987,2169,935757086,1079,1061,18,0,0,0,0,0,0,0,0,0,0,0,0,0,13831,29526,29985,20059,12627,0,244,12505,27877,60729,91113,76062,46126,18923,0,0,0,0,244,12532,28003,62162,94048,78783,46973,19042,0,0,0,0,34,12263,26204,59590,91165,77672,43418,1396,0,0,0,0,204,116641,377153,774710,1829962,1319706,558768,7124,0,0,0
371,372.0,MANIPUR,IMPHAL WEST,66536,65270,3035,885,61350,63575,72558,63573,72555,30025,60998,66197,2,63,57398,2083227,2759,121625,841,38723,93,1412223,2243575,0,0,6357,3889,10207,5230,14688,17606,78787,78065,722,614653303,3054,3035,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5967,19516,19250,12864,8600,0,1845,4295,49215,26480,9624,30313,32885,15919,0,0,0,0,2010,4406,52115,27502,9851,30830,34908,16268,0,0,0,0,1786,4163,48741,39778,13144,29293,28653,2586,0,0,0,0,9777,40798,739713,450052,170374,500061,318019,14781,0,0,0
372,373.0,MANIPUR,SENAPATI,78833,78703,245,71898,6560,67986,75690,67731,74872,33160,66185,72254,0,38,5794,236244,188,8749,60203,2839156,11,1435542,3084149,0,0,4809,2735,9814,2761,14600,13010,67657,66948,709,388938769,16,16,0,65771,0,0,0,0,0,0,0,0,0,0,0,0,2764,18363,19995,16255,14877,0,50582,4146,3875,195,54172,52072,24552,9901,0,0,0,0,52401,4146,3884,195,54374,52243,24595,9906,0,0,0,0,48418,3693,3793,193,52177,55776,27683,0,0,0,0,0,470174,39094,37708,1588,945710,1251221,338654,0,0,0,0
373,374.0,MANIPUR,TAMENGLONG,33007,32724,8,29972,2744,33035,34467,32978,34409,14931,32848,34149,0,35,2742,131225,8,316,30098,1475080,12,555215,1606621,0,0,2319,948,4866,1607,8831,11460,25727,23772,1955,148983056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3230,7842,9403,7495,6179,0,2989,29105,20966,29140,28502,29889,6202,3225,0,0,0,0,2989,29110,20990,29153,28630,29907,6202,3225,0,0,0,0,2936,28767,20302,27134,26890,29651,5452,1,0,0,0,0,44045,328699,99988,265775,439510,370320,58283,1,0,0,0
374,375.0,MANIPUR,THOUBAL,84160,84023,2331,603,81089,74568,89850,74568,89851,36216,71838,85175,44,622,69606,3209611,2137,103224,95,5016,4,2091437,3317851,0,0,5723,3979,11902,5048,28162,8784,123614,111779,11835,614159981,14111,11971,2140,0,0,0,0,0,0,0,0,0,0,0,0,0,9072,25522,22454,15803,12327,3027,32356,45658,45662,12640,12547,56000,16715,1972,0,0,0,3123,35310,48484,48206,12954,12791,57988,17107,2032,0,0,0,2905,30354,52578,46737,14541,11435,46204,21973,59,0,0,0,26951,341493,823688,776767,190036,132597,796700,229568,59,0,0,0
375,376.0,MANIPUR,UKHRUL,49328,48606,63,47797,746,45019,52211,44933,52001,35615,44424,48759,0,122,592,28001,58,2733,43774,2092889,14,916529,2123623,0,0,2390,2156,6672,2709,20856,7421,46966,45283,1683,237614938,25,25,0,94170,0,0,0,0,0,0,0,0,0,0,0,0,2730,11511,12708,9754,12056,9360,7075,7171,11405,17640,26445,42158,41822,29781,0,0,0,9365,7076,7184,11413,17848,26565,42557,41876,29785,0,0,0,3737,2156,9183,5172,12459,25735,42146,40355,15541,0,0,0,22976,13406,44789,46217,103977,157444,831758,840085,62971,0,0,0
376,377.0,MEGHALAYA,EAST GARO HILLS,32381,31629,23,31103,503,29147,58938,29145,58926,19602,28672,57424,7173,26,460,31872,22,1540,28190,1996193,627,934040,2029605,0,0,4007,2131,4073,3209,13868,8076,20973,11232,9741,190672312,5,5,0,27608,0,0,0,0,0,0,0,0,0,0,0,0,11624,18295,13501,9022,4982,3884,4856,13365,14774,11725,11603,15150,13044,5166,0,0,0,4802,7895,23815,26010,20281,20149,27722,22632,9056,0,0,0,3822,4825,13250,14697,11689,11439,15113,11499,356,0,0,0,41047,98076,345095,350812,264248,273738,410011,244480,2098,0,0,0
377,378.0,MEGHALAYA,EAST KHASI HILLS,106393,102583,226,100853,1504,83194,90983,83194,90979,46706,77197,83558,4589,528,1164,57474,181,9184,75852,3700392,906,2624601,3767050,0,0,7552,5768,7593,9235,29400,16685,127438,125454,1984,767300740,1936,1823,113,0,0,0,0,0,0,0,0,0,0,0,0,0,17697,28023,19010,12042,6786,2180,20685,28945,29063,42971,45040,42916,40507,25398,0,0,0,2210,21660,30372,30490,45384,48054,45197,42454,26144,0,0,0,2061,19333,27744,27708,40704,42576,39963,35809,330,0,0,0,13744,236405,439872,436474,678721,750595,680210,529955,1074,0,0,0
378,379.0,MEGHALAYA,RI BHOI,59682,58678,455,56286,1937,48142,83243,48139,83217,23516,46803,80024,4223,87,1174,61162,237,11172,45392,2272933,204,1212452,2345267,0,0,4794,2405,4818,4068,18855,8788,63262,61087,2175,326016198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13282,26039,18604,12963,9136,4208,20032,21310,18772,24107,22863,18432,15691,7578,0,0,0,5126,32198,31572,28250,35540,33067,25964,22282,10293,0,0,0,3785,19811,20621,18833,24283,22844,18065,13633,315,0,0,0,45568,299680,355612,332997,419978,414512,281710,193771,1439,0,0,0
379,380.0,MEGHALAYA,SOUTH GARO HILLS,41713,41284,194,39755,1335,36219,36781,36167,36728,18099,36104,36661,15516,139,1098,90435,175,12486,34831,2818783,77,791693,2921704,0,0,5831,3667,5942,5409,27483,13499,3964,3817,147,45569725,2,1,1,3248,0,0,0,0,0,0,0,0,0,0,0,0,8559,10737,8692,5914,2759,0,10996,20981,5391,8587,23933,5690,3746,1682,0,0,0,0,10997,20988,5392,8590,23937,5693,3749,1682,0,0,0,0,10994,30511,21170,12820,30595,28519,18270,681,0,0,0,0,185092,652789,303394,216955,610261,657064,294433,1716,0,0,0
380,381.0,MEGHALAYA,WEST GARO HILLS,108469,106571,2167,76189,28215,76172,91662,76163,91651,36425,73840,88498,7980,73,11069,400774,1352,50501,61419,3621730,57,1459853,4073005,0,0,9355,6310,9585,8981,51309,27219,74040,29637,44403,560453812,36,35,1,132447,0,0,0,0,0,0,0,0,0,0,0,0,13379,22243,20048,17779,15797,351,12708,34492,31977,35535,38798,31345,18284,5741,0,0,0,352,13436,39606,35750,40261,44125,35204,20121,6341,0,0,0,331,11850,34846,36647,40404,46452,36441,17402,355,0,0,0,1595,179844,672053,669450,785753,867098,658436,240266,1070,0,0,0
381,382.0,MEGHALAYA,WEST JAINTIA HILLS,56522,55527,162,55260,105,40469,51682,40492,51718,16445,37970,48468,1911,165,77,2955,93,3439,37800,1530751,27,1106752,1537145,0,0,3162,2909,3216,4286,1274206,7750,53302,44473,8829,277278943,1896,1805,91,1720522,0,0,0,0,0,0,0,0,0,0,0,0,9578,18072,10162,6358,4299,4009,10062,11170,16047,18427,15088,10497,11581,8154,0,0,0,4475,11623,12827,19235,21700,17497,12084,12928,8885,0,0,0,3729,9553,11026,16712,19048,15601,10812,9660,278,0,0,0,49727,113595,172502,302194,339792,250274,162942,145174,945,0,0,0
382,383.0,MEGHALAYA,WEST KHASI HILLS,68528,67210,0,67134,76,49004,70319,48995,70296,20560,46728,65746,2909,270,61,3203,0,0,46667,2180052,977,1260595,2183255,0,0,4717,3881,4722,5309,22869,16057,104090,103210,880,473462045,172,145,27,0,0,0,0,0,0,0,0,0,0,0,0,0,15600,21082,13696,9079,6291,7356,9597,13431,15332,23711,23359,17814,16326,8869,0,0,0,8780,11524,16673,20050,31459,30153,22453,21137,11713,0,0,0,6883,10327,13528,15825,23890,23651,18757,13928,329,0,0,0,90723,151088,209681,268313,445821,451582,342299,222799,949,0,0,0
383,384.0,MIZORAM,AIZAWL,28361,28352,0,27866,486,30947,32426,30519,31995,2260,30504,31980,0,22,522,27370,0,0,29982,2235152,7,1468331,2262522,0,0,5132,426,5140,458,6880,6576,29226,27620,1606,451848150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640,7999,7028,5842,7471,27078,27094,27379,27255,27265,27305,27363,27669,28073,0,0,0,27078,27094,27379,27255,27265,27305,27363,27669,28073,0,0,0,27075,27090,27362,27243,27264,27304,27331,27633,0,0,0,0,135375,379213,299797,381322,381696,273040,218648,193431,0,0,0,0
384,385.0,MIZORAM,CHAMPHAI,30077,30014,0,30010,4,31001,31050,30985,31034,2020,30954,31003,0,44,4,43,0,0,30950,2332551,302,1303022,2332594,0,0,5248,544,5252,545,6249,3759,30499,30173,326,507158100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,9655,8328,5374,5476,29038,29108,29118,29161,29221,29316,29422,29595,11263,0,0,0,29038,29108,29118,29161,29221,29316,29422,29595,11263,0,0,0,29003,29057,29042,29106,29159,29268,29382,29534,0,0,0,0,145015,406813,389543,407403,408215,280621,88146,206838,0,0,0,0
385,386.0,MIZORAM,KOLASIB,19854,19849,7,19487,355,21475,22977,21475,22972,990,21354,22822,0,1,371,21255,10,691,20973,1519668,2,783370,1541614,0,0,3473,323,3473,323,5036,7206,19851,19839,12,304555950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2608,6643,7539,3255,2778,19342,19345,19323,19423,19509,19577,19707,19762,19824,0,0,0,19341,19345,19322,19423,19510,19576,19708,19762,19830,0,0,0,19250,19121,19142,19217,19380,19414,19569,19439,0,0,0,0,96250,267699,267992,269022,271334,194138,39117,136062,0,0,0,0
386,387.0,MIZORAM,LAWNGTLAI,34156,33892,6,33680,206,34833,37580,34830,37574,18365,34829,37562,0,5,210,16018,7,527,34612,2616869,288,1167460,2633414,0,0,5943,439,5943,446,8527,5904,34578,34550,28,545506605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4820,12898,11570,5003,3271,32635,32813,33112,33038,33369,33403,33802,33817,12194,0,0,0,32635,32813,33112,33038,33369,33403,33802,33817,12194,0,0,0,32620,32313,32787,32803,33148,33284,33647,33743,0,0,0,0,163099,451797,458846,459215,463983,332786,67299,236389,0,0,0,0
387,388.0,MIZORAM,LUNGLEI,38449,38439,6,38224,209,39806,39808,39601,39601,5006,39423,39423,0,9,225,18317,5,435,39193,3291936,12,1822398,3310688,0,0,7438,448,7484,448,8715,11551,38685,38681,4,729488279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3854,15464,8791,5595,5719,37395,38263,38388,38202,37961,38014,38034,38092,36214,0,0,0,37395,38263,38388,38202,37961,38014,38034,38092,36215,0,0,0,37385,38176,38231,38203,37922,38012,37860,37932,0,0,0,0,186925,537054,534521,536013,529183,532168,189300,265524,0,0,0,0
388,389.0,MIZORAM,MAMIT,21605,21604,0,21595,9,22032,22173,22031,22172,2504,21885,21983,0,4,8,306,0,0,21877,1837655,1900,1259158,1837961,0,0,4148,307,4149,307,6184,8468,21602,21581,21,405430109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2340,6390,6490,3955,2808,20876,20989,21024,21111,21213,21290,21319,21468,21520,0,0,0,20876,20989,21024,21111,21213,21290,21319,21468,21520,0,0,0,20875,20963,21010,20989,21181,21268,21301,21378,0,0,0,0,104375,293682,294067,293849,148518,212743,234325,256402,0,0,0,0
389,390.0,MIZORAM,SAIHA,16612,16612,17,16256,339,17199,19811,17184,19670,1688,17184,19670,0,20,373,29794,17,1445,16794,1346894,604,617211,1378133,0,0,3134,223,3134,240,4133,9520,16891,14532,2359,273797728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751,5227,5570,3639,3483,16007,16003,16167,16176,16248,16229,16332,16481,16496,0,0,0,16007,16003,16167,16176,16248,16229,16332,16481,16496,0,0,0,16007,16003,16167,16176,16231,16229,16332,16462,0,0,0,0,80035,224042,226338,226139,65176,162615,163320,230468,0,0,0,0
390,391.0,MIZORAM,SERCHHIP,15002,15001,3,14883,115,15232,15261,15228,15254,1398,15187,15212,0,23,119,9103,3,246,15065,1201699,128,658381,1211048,0,0,2723,221,2724,234,3414,4388,17897,17864,33,269993025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,3336,3390,2947,4494,14704,14679,14808,14855,14934,14943,14998,14958,14998,0,0,0,14704,14679,14808,14855,14934,14943,14998,14958,14998,0,0,0,14580,14659,14705,14809,14802,14895,14928,14863,0,0,0,0,72830,205087,205860,207324,207229,148958,59719,104041,0,0,0,0
391,392.0,ODISHA,ANGUL,209578,201559,34994,30163,136402,89818,172976,89768,172892,157793,71971,122739,2460,471,49465,2269223,10133,415157,12373,539782,3903,1437921,3224162,0,0,7004,1067,7101,1254,613931,50314,246757,238932,7825,696278312,35639,28591,7048,4755016,0,0,0,0,0,0,0,0,0,0,0,0,11005,37610,39371,23717,11032,3284,23016,37707,34733,28503,30788,29432,31505,15377,0,0,0,4996,38833,65432,61636,48189,51469,48195,49779,23876,0,0,0,3051,21378,34217,25910,21458,21731,22976,27403,4487,0,0,0,40170,389193,722309,507760,372182,385076,374985,403432,29013,0,0,0
392,393.0,ODISHA,BALESHWAR,390368,363750,63641,39244,260865,116802,200132,116718,199949,133886,84325,131057,530,384,63672,2021998,12992,371437,7661,232456,2689,1038451,2625891,0,0,5393,1806,5468,2004,24889,81684,367936,351129,16807,542624113,7458,5137,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,12257,37849,43124,26408,11441,10776,22237,46940,38689,34915,29381,26320,31834,13867,2,0,0,14861,32641,72623,60038,57030,48261,42107,50011,20293,4,0,0,9531,20459,36458,26197,20039,19118,19205,21238,1917,0,0,0,122559,314292,544309,358110,326151,344629,299286,301631,15248,0,0,0
393,394.0,ODISHA,BARGARH,276815,265059,52135,58170,154754,119831,236295,119765,236156,227489,98093,161044,5642,314,58707,2202167,16585,633711,22801,920601,4007,1381292,3756479,0,0,9425,2196,9507,2504,276584,106898,293233,287398,5835,929571214,39198,31662,7536,8126915,0,0,0,0,0,0,0,0,0,0,0,0,11041,50364,52583,32820,14143,12808,41401,51963,36088,30362,40012,44656,43206,23430,0,0,0,19495,77554,99268,64750,54773,73293,75878,72247,39555,0,0,0,11689,35178,41010,25993,23894,29033,36021,35083,4748,0,0,0,158857,609596,670774,409204,366442,455185,533873,521348,31787,0,0,0
394,395.0,ODISHA,BHADRAK,309038,279975,43269,3722,232984,109772,184475,109630,184242,148070,66940,102139,207,302,56943,1866313,9375,322277,622,20817,2844,905046,2209407,0,0,4661,1048,4736,1159,16282,75458,255082,245647,9435,458761108,18221,12783,5438,0,0,0,0,0,0,0,0,0,0,0,0,0,10490,27395,33826,21332,9034,7498,20665,24985,20822,27618,36688,32497,30565,7858,0,0,0,11411,31030,39125,31359,41228,58276,52011,49439,11851,0,0,0,7160,19816,28127,18733,19260,19023,15634,14351,1533,0,0,0,119728,312861,426423,318077,307177,293041,224698,196851,10792,0,0,0
395,396.0,ODISHA,BOLANGIR,362637,350084,57148,76132,216804,214861,424337,214765,424115,292316,169367,303196,17206,592,107540,5163996,25576,1224597,36251,1757181,6220,3340661,8145774,0,0,21330,2796,21534,3017,13321694,149181,483722,438574,45148,2081974754,9671,5881,3790,1739036,0,0,0,0,0,0,0,0,0,0,0,0,38950,93366,90960,54953,24907,34086,69935,92359,67119,66256,75365,79626,87212,40335,0,0,0,58336,132063,180705,126631,124369,138617,143238,155322,71912,0,0,0,28201,56684,66948,46099,47686,57437,63917,58046,2619,0,0,0,482828,1233493,1402041,841198,888913,1095122,1181702,1001274,19528,0,0,0
396,397.0,ODISHA,BOUDH,107323,104149,22882,12228,69039,51727,86490,51711,86454,122908,43070,67751,145,47,30223,1178140,8243,310007,4604,173972,1757,670009,1662119,0,0,3440,381,3516,475,17389,43783,151595,149449,2146,347762673,9153,7346,1807,3159024,0,0,0,0,0,0,0,0,0,0,0,0,5439,20114,21225,13308,7674,5139,11399,20740,12798,11741,12622,9813,11503,3364,2,0,0,7514,17726,35143,21018,16607,17752,14069,16039,4620,2,0,0,4643,12045,17006,10569,10192,13539,12768,12832,1334,0,0,0,80125,215338,313682,174638,174140,243206,231745,219366,10150,0,0,0
397,398.0,ODISHA,CUTTACK,293641,290942,64447,15516,210979,90902,157973,90794,157742,86596,81331,131976,940,322,58919,1988318,17611,553537,4801,181959,3316,894315,2723814,0,0,5672,1664,5753,1897,24293,46601,358663,343976,14687,558824677,3244,1909,1335,0,0,0,0,0,0,0,0,0,0,0,0,0,8553,35911,41944,29771,15797,7473,28794,52442,32688,21692,20614,23318,24356,11731,0,0,0,11186,45324,84970,49769,32613,31106,35692,36081,16107,0,0,0,6914,25733,48049,27848,17223,17128,20135,21317,1050,0,0,0,85844,371623,814785,387312,231918,245287,286696,292173,8176,0,0,0
398,399.0,ODISHA,DEOGARH,74625,73657,12089,24349,37219,40192,69047,40163,68985,36884,37288,61916,2115,304,19415,939721,5355,243607,12518,645044,508,913049,1828372,0,0,3872,647,3907,761,14885,13666,96490,88398,8092,381936765,5801,4659,1142,402140,0,0,0,0,0,0,0,0,0,0,0,0,6715,20484,19750,11133,3834,2194,11626,18792,16044,13584,14413,12402,12276,5975,0,0,0,3397,18550,30870,23945,20246,21693,18364,17836,8975,0,0,0,2131,11601,18701,15235,13527,13699,12424,11515,555,0,0,0,30181,220523,428265,263072,225574,248010,223788,184521,4438,0,0,0
399,400.0,ODISHA,DHENKANAL,224207,214225,37909,30578,145738,113403,214148,113359,214059,197280,101635,180501,6710,362,75676,4125090,13188,674145,12771,715954,2701,2546074,5515189,0,0,11433,3304,11829,4087,44684,57627,366246,361743,4503,1104928682,21960,17990,3970,1756228,0,0,0,0,0,0,0,0,0,0,0,0,19408,53761,55916,33127,17597,10250,37768,44127,36447,34403,33884,32185,37974,17682,1,0,2,17111,68484,79224,61353,55141,51885,47816,56967,25594,1,0,8,9407,36458,48683,36919,35863,36052,34471,36692,3475,0,0,0,146003,815102,1095832,734176,737147,712593,608330,641117,25612,0,0,0
400,401.0,ODISHA,GAJAPATI,121254,119367,9181,67701,42485,76404,134985,76346,134827,102025,70244,116962,4280,285,21234,1026819,5206,275212,43804,2517469,1181,1803808,3819500,0,0,7931,1902,8029,2410,64194,50735,186801,182014,4787,766636832,18362,14925,3437,4330583,0,0,0,0,0,0,0,0,0,0,0,0,11169,39665,35281,21514,9333,9121,25033,39899,28326,25880,26104,18833,23032,8650,0,0,0,13631,38553,62996,42915,37001,36742,25379,32277,11511,0,0,0,8512,25276,40516,31754,27983,28856,23400,23023,4586,0,0,0,120102,453101,824393,603074,506091,513154,397756,368449,34205,0,0,0
401,402.0,ODISHA,GANJAM,583127,570154,112362,29506,428286,289047,440852,288879,440573,320566,250764,352920,21066,615,191476,10568612,44424,2515745,14864,929439,4545,7404361,14013796,0,0,23776,6559,24255,7361,472286,121112,732026,702756,29270,2284331190,3868,2640,1228,17956,0,0,0,0,0,0,0,0,0,0,0,0,32098,94247,108151,75306,43260,63038,118752,113779,85185,101512,112328,102017,128301,69126,0,0,0,82298,162500,154877,111264,135544,146269,128428,159118,82330,0,0,0,57278,114930,120309,78825,84093,98443,93412,117979,17172,0,0,0,780268,2650732,2067093,1446305,1452058,1749938,1566677,2175500,129973,0,0,0
402,403.0,ODISHA,JAGATSINGHAPUR,160330,154991,31805,980,122206,58636,108211,58530,108017,44204,52356,90124,133,177,42276,1107707,9789,251179,291,5211,198,523899,1364097,0,0,2784,392,2842,528,128037,31358,174504,153746,20758,276203290,8690,6579,2111,239913,0,0,0,0,0,0,0,0,0,0,0,0,6853,22271,29765,20543,10692,1823,16852,27137,15369,24963,9358,6583,7822,4281,0,0,0,3068,28212,46876,26090,43121,16112,11364,13100,6821,0,0,0,1734,14769,24002,13360,23135,8339,5297,6109,600,0,0,0,21715,213966,318195,181241,356433,122434,69108,77057,4110,0,0,0
403,404.0,ODISHA,JAJPUR,324590,309338,74814,24628,209896,81445,133770,81285,133418,74864,66734,104611,513,358,45811,1525338,14915,486292,6008,198720,2799,773349,2210350,0,0,5381,1424,5493,1705,299583,60644,283859,278241,5618,547083366,36231,31648,4583,171948,0,0,0,0,0,0,0,0,0,0,0,0,7746,26791,33501,23551,13048,6615,27008,36363,19168,18381,16363,22259,25640,12155,0,0,0,9440,41031,57204,27632,26963,22902,31319,35965,16671,0,0,0,5738,24309,33862,15612,12254,13082,18693,21704,2216,0,0,0,80110,421169,526582,233630,171398,178066,273227,310387,16276,0,0,0
404,405.0,ODISHA,JHARSUGUDA,76102,74265,16007,31071,27187,39096,71586,39052,71492,49294,29192,47606,1202,108,10257,430937,6026,266578,12909,580469,1124,553349,1277984,0,0,3013,1183,3041,1318,12035,25683,95753,93313,2440,281840366,10309,8322,1987,4829,0,0,0,0,0,0,0,0,0,0,0,0,3994,15253,15653,9322,3384,4752,9583,14257,10712,10300,13095,12733,12797,6067,0,0,0,7198,14849,23911,17332,16248,20916,19781,19501,8732,0,0,0,4458,10095,13140,8272,7529,8817,9842,9798,1293,0,0,0,66700,188875,263664,156948,134428,146614,163651,149437,7785,0,0,0
405,406.0,ODISHA,KALAHANDI,343872,336599,60179,102182,174238,190701,349463,190662,349388,234996,154495,249917,10596,265,77142,3150853,26050,1158009,51303,2309393,5503,2830031,6618255,0,0,17871,2377,18158,2891,58955,121844,407256,394944,12312,1726568912,47512,35781,11731,2911112,0,0,0,0,0,0,0,0,0,0,0,0,29388,73691,78748,46932,21182,39283,79502,87638,56426,62241,73950,76154,73184,34945,16,0,0,60583,133771,151096,93576,106200,124882,126953,118772,54067,22,0,0,32503,66961,69297,42736,42744,56070,59399,55790,2906,0,0,0,410294,1112977,1121927,631475,655399,901442,922803,840435,22696,0,0,0
406,407.0,ODISHA,KANDHAMAL,170102,165712,32448,84674,48590,130477,244821,130448,244756,155384,111301,190306,12538,1674,32183,1814135,20975,1190099,58143,3566378,4361,3037556,6570612,0,0,13618,1960,13839,2456,54743,65263,256027,249568,6459,1345118899,27015,19850,7165,37674,0,0,0,0,0,0,0,0,0,0,0,0,28518,59940,52364,33228,16262,26050,54061,71103,52861,52022,54585,44200,51631,27212,0,0,0,41301,89147,121133,87074,82712,85126,66533,77985,40343,0,0,0,22142,50431,65009,50478,44728,48168,42244,43271,4008,0,0,0,295969,979669,1420907,922330,768137,812534,673941,670533,27026,0,0,0
407,408.0,ODISHA,KENDRAPARA,258025,243325,43486,1690,198149,91082,147278,90948,147016,77869,80666,121320,324,494,63581,1805550,16592,428883,493,14907,1250,735654,2249340,0,0,4802,2282,4871,2577,508055,52217,295506,286401,9105,465089659,4915,4432,483,0,0,0,0,0,0,0,0,0,0,0,0,0,10356,32885,37757,26518,13480,11715,28397,48512,37589,21919,14174,13603,15707,6941,0,0,0,17314,41742,71400,55730,31498,20079,19509,22528,9834,0,0,0,10884,26948,44981,31658,17912,11281,11707,12740,669,0,0,0,136289,387022,619029,435301,215647,139984,149025,161805,5273,0,0,0
408,409.0,ODISHA,KENDUJHAR,361228,353713,45686,153626,154401,205167,371016,205044,370799,240823,182646,309167,10729,1140,76363,3441119,20824,911378,85459,4287963,4338,4143518,8640460,0,0,24085,2256,24385,2607,386121,73987,510712,505742,4970,2374098988,28170,24637,3533,404760,0,0,0,0,0,0,0,0,0,0,0,0,29810,101868,94230,57473,25781,29652,97304,99965,67572,63541,77207,75082,79753,43008,0,0,1,45687,163230,165825,106015,97100,118253,111510,117129,61126,0,0,2,26501,89943,98771,60285,56359,70317,70184,69442,4855,0,0,0,322293,1712203,1629697,941963,834311,1114382,1040589,1006348,38960,0,0,0
