,Sno.,State Name,District Name,Total households applied for job card,Total job cards issued,Total job cards (SC),Total job cards (ST),Total job cards (non-SC/ST),Total households demanded work,Total persons demanded work,Total households allotted work,Total persons allotted work,Total muster rolls filled,Total households worked,Total persons worked,Total households reached 100 day limit,Total persons with disability,Total households worked (non-SC/ST),Total person-days worked (non-SC/ST),Total SC households worked,Total person-days worked by SCs,Total ST households worked,Total person-days worked by STs,Total land reform/IAY households worked,Total person-days worked by women,Total person-days,Total SC households over 100 day limit,Total ST households over 100 day limit,"Labour exp. (disbursed, Rs. In Lakhs)","Material exp. (disbursed, Rs. In Lakhs)","Labour exp. (disbursed + pending, Rs. In Lakhs)","Material exp. (disbursed + pending, Rs. In Lakhs)",Amount sanctioned (Rs. In Lakhs),Total works,Total bank accounts,Total individual bank accounts,Total joint bank accounts,Amount disbursed to bank accounts,Total post office accounts,Total individual post office accounts,Total joint post office accounts,Amount disbursed to post office accounts,Total households completed person-days in range:1-10,Total households completed<br>person-days in range:11-20,Total households completed<br>person-days in range:21-30,Total households completed<br>person-days in range:31-40,Total households completed<br>person-days in range:41-50,Total households completed<br>person-days in range:51-60,Total households completed<br>person-days in range:61-70,Total households completed<br>person-days in range:71-80,Total households completed<br>person-days in range:81-99,Total households completed<br>person-days in range:100,Total households completed<br>person-days in range:>100,Total households completed<br>person-days in range:>14,Total workers employed<br>in age group:18-30yrs,Total workers employed<br>in age group:30-40yrs,Total workers employed<br>in age group:40-50yrs,Total workers employed<br>in age group:50-60yrs,Total workers employed<br>in age group:>60yrs,Total households demanded<br>work(Apr),Total households demanded<br>work(May),Total households demanded<br>work(Jun),Total households demanded<br>work(Jul),Total households demanded<br>work(Aug),Total households demanded<br>work(Sep),Total households demanded<br>work(Oct),Total households demanded<br>work(Nov),Total households demanded<br>work(Dec),Total households demanded<br>work(Jan),Total households demanded<br>work(Feb),Total households demanded<br>work(Mar),Total persons demanded work(Apr),Total persons demanded work(May),Total persons demanded work(Jun),Total persons demanded work(Jul),Total persons demanded work(Aug),Total persons demanded work(Sep),Total persons demanded work(Oct),Total persons demanded work(Nov),Total persons demanded work(Dec),Total persons demanded work(Jan),Total persons demanded work(Feb),Total persons demanded work(Mar),Total households worked(Apr),Total households worked(May),Total households worked(Jun),Total households worked(Jul),Total households worked(Aug),Total households worked(Sep),Total households worked(Oct),Total households worked(Nov),Total households worked(Dec),Total households worked(Jan),Total households worked(Feb),Total households worked(Mar),Total persons worked(Apr),Total persons worked(May),Total persons worked(Jun),Total persons worked(Jul),Total persons worked(Aug),Total persons worked(Sep),Total persons worked(Oct),Total persons worked(Nov),Total persons worked(Dec),Total persons worked(Jan),Total persons worked(Feb),Total persons worked(Mar)
360,361.0,MAHARASHTRA,NANDED,385727,385082,77296,37261,270525,44022,82137,43991,82079,17226,37959,70085,2907,57,26876,1057797,7263,263816,3820,128951,599,646004,1450564,520,245,2542,1439,2596,1448,15615925,52540,193072,186614,6458,207962258,162835,160598,2237,64194003,66964,112132,141958,105950,130957,85878,47130,81799,114890,2800,560109,1316857,,,,,,16686,19682,15293,5670,3469,2550,2147,1679,3009,5694,6438,9025,30840,36784,27555,9796,5818,4126,3438,2730,4940,9857,11245,15785,13686,17327,13790,5703,3029,2281,1998,1610,2805,5227,5941,8134,221693,321654,229321,83553,47487,40774,36819,32689,61890,102469,127223,144995
361,362.0,MAHARASHTRA,NANDURBAR,264457,262027,10467,211731,39829,62224,117199,62115,116971,44624,55087,98454,4632,77,6048,347786,2005,93989,47034,2027909,600,967652,2469684,194,3509,4602,836,4643,837,4245551,37886,138167,129598,8569,369250682,102681,101266,1415,90391088,37932,169997,253130,207913,259806,205630,141155,179016,266649,7700,740756,2331736,,,,,,28415,25002,23169,12729,8268,7438,7190,5208,8641,13095,14259,10497,51743,45792,41299,20338,12738,11099,10769,8156,13953,21823,22667,17086,21700,20988,19510,10414,6798,6368,5824,3848,6279,10818,12028,7083,430205,468995,393435,151900,99578,100856,89573,64549,117646,219705,221968,111274
362,363.0,MAHARASHTRA,NASHIK,357447,353374,7025,107792,238557,53230,96994,53121,96765,53762,48199,85965,3272,149,26257,1043462,988,36667,20954,778867,1360,612835,1858996,44,1121,3366,800,3382,811,25754835,40356,207901,195527,12374,325162154,89212,88231,981,8227652,56335,213510,194967,141177,133991,122545,82742,92300,160962,4000,656467,1701402,,,,,,9213,11929,15790,9496,8190,9570,8556,9739,10935,12119,14809,19447,15584,20721,27530,15946,14229,16267,14591,16833,19163,21166,25227,32910,7018,9688,13848,7931,7197,8393,7033,7399,9393,10543,12873,17369,129281,173137,251990,114614,102063,126201,90762,100372,145694,160152,208579,256151
363,364.0,MAHARASHTRA,OSMANABAD,223687,212448,34140,2272,176036,32775,60358,32752,60304,16505,28683,52448,2852,172,25229,1160591,3223,128396,231,11668,404,547992,1300655,237,27,2723,1876,2746,1882,6943082,25970,83785,82289,1496,185317569,79775,79082,693,75845472,27472,90013,107388,99828,115975,102747,74266,79327,147338,4600,451701,1230459,,,,,,18663,21137,19150,3877,2624,2538,1272,854,1412,1465,1653,3322,34427,38918,35161,6495,4296,4031,1912,1255,2192,2285,2568,5384,15560,17813,16011,3248,2153,2145,1214,734,1183,1227,1411,2688,362588,358313,306028,61467,38304,36830,18303,9499,21438,21750,21994,44141
364,365.0,MAHARASHTRA,PARBHANI,201557,198914,21780,2615,174519,43575,99956,43289,99248,18428,38144,86321,3892,217,35886,1736480,1981,78955,277,12665,98,728553,1828100,120,28,4728,3609,4777,3776,44651031,22733,131524,115214,16310,389675151,13618,13337,281,4365019,19643,111280,170424,147583,182441,176911,57416,153163,216514,3100,589625,1749681,,,,,,29497,31995,15018,689,447,363,124,147,67,1010,3144,4932,64985,73505,32464,1424,1001,846,245,237,89,1609,5906,9743,25776,29003,13802,536,384,339,118,46,40,911,2846,3992,573230,846445,260097,10229,8741,5971,2063,799,963,11709,41822,66031
365,366.0,MAHARASHTRA,PUNE,235059,227644,12665,20061,194918,13156,24837,13086,24665,13740,11994,22306,1485,111,10016,498781,817,36358,1161,38527,742,258329,573666,57,46,1071,134,1079,138,3550518,15441,75783,64272,11511,101238170,19919,19597,322,2232930,12473,37192,44912,39201,40973,41928,28993,31322,59699,1600,235373,543436,,,,,,3242,3411,4461,3229,3121,3041,1699,2211,2236,3782,3283,4324,5605,6016,7921,5923,5772,5713,3034,4400,4077,6958,5988,7905,2718,2959,3835,2666,2703,2633,1432,1717,2000,3303,2828,3667,47846,58368,67032,50206,51223,45595,22536,26917,34339,58515,48572,62517
366,367.0,MAHARASHTRA,RAIGAD,149259,145357,5372,23446,116539,5175,8696,5148,8648,6362,4984,8332,163,42,3831,103745,156,3452,997,32540,187,61113,139737,3,52,260,27,263,31,963861,13530,37194,35201,1993,22499993,20764,20337,427,88496,8845,19227,19440,15985,14509,11711,6774,7287,8634,300,27025,122602,,,,,,281,886,707,251,899,1594,1273,846,696,1103,987,1042,449,1405,1063,353,1533,2794,2169,1451,1077,1720,1539,1607,234,763,653,238,885,1558,1233,795,665,1041,954,986,3245,11612,6503,2854,14749,25231,17609,10188,8407,14871,12039,12429
367,368.0,MAHARASHTRA,RATNAGIRI,152127,146676,8054,1239,137383,11379,18984,11377,18981,13977,10972,18229,315,50,9550,269667,1233,37516,189,4616,267,147484,311799,34,4,595,196,601,204,1482645,14799,54234,47422,6812,53044238,26197,25925,272,4353203,16883,44774,46532,37316,33160,25099,21636,14108,27319,500,44472,272445,,,,,,2001,2506,2702,1596,2142,2543,2256,1410,2166,2413,2208,2818,3125,4036,4226,2659,3719,4412,3795,2281,3519,3998,3519,4513,1833,2333,2433,1527,1997,2392,2125,1321,2011,2240,2040,2598,20584,28950,25953,19280,30873,35871,31302,14973,25454,26431,21944,30184
368,369.0,MAHARASHTRA,SANGLI,203748,195769,17676,981,177112,30365,55336,30317,55258,13754,26822,48181,6679,90,25208,1926854,1547,105597,67,5715,319,816681,2038166,345,25,3981,1830,4334,1997,7026237,17302,117724,104771,12953,397209657,36287,35655,632,7786076,11412,64140,100078,87182,69731,107786,68448,108123,137464,11200,1272602,1987932,,,,,,7425,11977,12527,11874,10067,11688,10515,8049,6941,9193,1819,2750,12303,20300,22304,22243,18957,21529,19529,14938,12306,16898,2694,4225,5904,10284,10460,10077,8877,9329,8654,6545,5932,3158,1304,2083,126792,259428,274399,279245,227949,231304,223160,150789,145169,60245,25487,34199
369,370.0,MAHARASHTRA,SATARA,266416,252548,20118,1854,230576,25623,43497,25549,43358,22906,23896,40150,1612,183,21223,728236,2465,60069,208,5486,574,370248,793791,94,12,1423,774,1438,778,3673736,19888,147381,136535,10846,132160945,15983,15668,315,440364,44460,93137,83793,52876,58885,59720,28930,35398,65096,1800,269696,695336,,,,,,4846,4804,4983,3599,2199,3786,2951,3150,3806,5333,8683,11670,7891,7886,8251,5809,3519,6252,4894,5276,6385,8753,14183,19350,4252,4136,4396,2723,1681,3187,2447,2709,3305,4783,7815,10626,66792,67895,76817,36657,22682,45191,34098,38189,61046,79146,120995,144283
370,371.0,MAHARASHTRA,SINDHUDURG,76558,65860,4657,292,60911,14861,25006,14855,25000,19160,14089,23513,1288,203,13547,561286,506,17676,36,940,676,235103,579902,33,1,1159,424,1165,427,7359590,20390,64361,63559,802,110639570,11195,10889,306,3518214,17672,47331,48524,48112,48040,42598,27165,33840,51205,2400,213015,539978,,,,,,3610,5550,4476,529,1578,2325,2998,3289,4589,5346,4688,4912,5784,8862,7203,842,2585,3832,4992,5417,7548,8633,7419,7928,3218,5143,3909,501,1460,2178,2853,3081,4254,4988,4341,4278,40708,86151,48383,4379,16593,25533,36253,42868,67947,84918,67986,58183
371,372.0,MAHARASHTRA,SOLAPUR,315731,288476,30144,6417,251915,8263,13671,8246,13645,3673,7137,11567,542,3,6484,216918,550,16552,103,3267,296,103839,236737,33,8,471,117,472,119,101294306,18198,84696,77051,7645,41524311,79495,77914,1581,3103718,12389,27149,23144,19757,17038,15051,11392,11903,18220,1100,79594,210583,,,,,,3283,3606,2816,1741,1237,807,506,420,363,1070,652,1330,5278,5834,4597,2953,2009,1299,771,642,565,1758,1052,2221,2491,3097,2433,1278,1028,590,449,402,296,979,537,1201,39086,53040,46897,18613,14573,9019,7066,4167,3676,12545,10916,17139
372,373.0,MAHARASHTRA,THANE,102012,99495,4843,33968,60684,19123,36493,19073,36340,18188,16920,31023,803,42,10715,272664,479,9597,5726,186877,685,200713,469138,10,351,811,224,823,227,8080,14794,60769,59816,953,72348360,32577,32361,216,7580304,41222,65583,55646,30786,30951,24251,16054,16443,27582,1100,159520,392712,,,,,,2749,4653,4307,1602,1106,1229,1454,1385,2543,5997,5850,4485,4692,8125,7705,2795,1837,2091,2509,2225,4300,10955,10681,7962,2154,3981,3836,1357,983,1168,1292,1233,2248,4924,4826,3808,39554,76398,58210,17748,12902,16033,19891,17436,32810,65013,63459,49684
373,374.0,MAHARASHTRA,WARDHA,129403,112433,17334,15542,79557,22522,41632,22496,41559,44035,19921,36199,2741,239,15415,805247,2171,125479,2335,140022,268,301006,1070748,339,366,1977,1105,1992,1113,458086441,30468,110981,94900,16081,190221639,16305,15585,720,2568785,25586,62984,67339,55060,62632,54117,48545,40216,80687,3300,570282,1012838,,,,,,8207,8528,9232,5947,4557,3945,4574,3639,4081,5828,6036,7231,14493,15354,15708,9640,7362,6160,7748,5863,6622,9961,10190,12176,6413,6989,7626,4936,3730,3427,3900,3142,3637,5088,5286,5898,117061,118494,118769,81519,65511,63949,75475,54108,75761,99329,102284,98488
374,375.0,MAHARASHTRA,WASHIM,179306,167738,22332,7736,137670,37744,67107,37723,67064,27369,34386,59660,2645,452,27703,1184575,5409,217031,1274,51109,257,562373,1452715,325,83,2990,2428,3014,2479,86210,18997,115031,105098,9933,254380444,23408,21465,1943,38325339,29746,134100,148025,121059,134315,114640,50853,94586,126364,3100,495927,1358765,,,,,,16022,20094,18380,5043,4488,5922,4679,3526,5514,7100,6820,8248,27599,35259,32235,7955,6976,9148,7398,5759,9062,11730,11133,13733,14039,17522,15306,4127,3499,5149,3910,3057,4732,5942,5893,7217,214238,340626,282860,53826,44174,70013,53471,42672,74846,87513,82105,106371
375,376.0,MAHARASHTRA,YAVATMAL,391223,390586,36303,67784,286499,90177,166668,89988,166263,60303,78044,141908,7648,603,60112,2751810,5193,212838,12739,537399,1241,1427826,3502047,428,1082,7167,5351,7252,5389,36649516,49342,241111,194636,46475,653707074,36478,29040,7438,10922708,72713,270473,335205,236069,313553,245279,93920,243379,319636,5200,1366620,3271065,,,,,,34248,43163,35807,11579,9533,8064,11041,10821,12021,13498,11838,15513,62704,81110,64914,19112,15285,12846,17871,18178,20574,23034,19730,25915,29330,38283,30683,9696,6778,5947,8500,8536,9837,11229,10278,13234,616730,940585,582662,137480,90074,77003,102677,132447,190484,223214,185485,223206
376,377.0,MANIPUR,BISHNUPUR,47957,47957,8172,135,39650,47875,52740,47875,52694,14058,47858,52466,0,76,39560,910545,8163,183108,135,2994,327,363984,1096647,0,0,2129,1358,2157,1360,71227539,22699,54384,49066,5318,165745449,0,0,0,0,8244,47005,1019813,21585,0,0,0,0,0,0,0,1088016,,,,,,46040,0,2093,4,1883,47641,15544,3225,0,0,0,47654,46187,0,2093,4,1883,48406,15544,3225,0,0,0,47661,45397,0,2091,0,0,46910,15526,3225,0,0,0,47088,226818,0,4182,0,0,667333,30110,3225,0,0,0,164979
377,378.0,MANIPUR,CHANDEL,34477,34465,18,29937,4510,36446,38056,36218,37824,3111,35876,37319,0,131,4577,95636,18,342,31281,627091,24,236633,723069,0,0,1340,292,1343,292,19743251,2101,22975,22828,147,32370197,1,1,0,0,7314,56296,655535,3924,0,0,0,0,0,0,0,714504,,,,,,0,0,13,0,5099,22503,7008,0,0,0,1,33467,0,0,13,0,5111,22785,7008,0,0,0,1,33521,0,0,0,0,5099,22177,12110,8,0,0,0,32685,0,0,0,0,86545,368959,126390,16,0,0,0,141159
378,379.0,MANIPUR,CHURACHANDPUR,62180,62179,7,60849,1323,62476,64479,61873,63776,3554,61321,63201,0,45,1294,26225,6,72,60021,1205111,9,379928,1231408,0,0,2412,983,2412,983,15249,2530,19804,19604,200,41016863,6,6,0,13002,8752,44208,1178448,0,0,0,0,0,0,0,0,1222643,,,,,,0,0,0,60115,7,0,0,0,0,0,0,61772,0,0,0,60141,7,0,0,0,0,0,0,61788,0,0,0,58534,58554,0,0,0,0,0,0,58938,0,0,0,653728,400864,0,0,0,0,0,0,176816
379,380.0,MANIPUR,IMPHAL EAST,97585,97431,1626,2084,93721,89789,96465,89786,96449,38343,89372,95855,1,444,86305,2144457,1409,43399,1658,37535,244,1220029,2225391,0,0,4345,2800,4345,2800,7444,5324,96255,94444,1811,380467886,1417,1392,25,1182,35568,426919,988398,337427,295006,108899,20519,10679,1876,100,0,2083171,,,,,,6836,47280,14361,18930,63927,52017,25192,5749,0,545,2266,65565,7092,47867,14525,20094,65367,53503,25555,5818,0,549,2300,66112,6518,46978,14092,18073,63419,50732,24791,5648,0,545,2251,64906,40644,320627,90776,115006,592410,469004,176808,38424,0,3294,14892,363506
380,381.0,MANIPUR,IMPHAL WEST,61617,61612,2967,875,57770,56238,62912,56227,62898,22224,54557,59355,1,28,51110,1474147,2686,77734,761,21086,8,909878,1572967,0,0,3098,1987,3098,1995,5177,2645,64400,62470,1930,301777353,4547,4509,38,0,11203,115425,696332,455827,177041,66247,25364,12660,12768,100,0,1538296,,,,,,17944,29913,1220,1136,1101,29,40479,29699,393,968,971,51418,18622,31028,1291,1289,1128,29,42642,31403,395,978,1002,54831,16723,27971,1355,939,1068,0,39099,32033,621,857,801,49371,127033,207098,9952,7841,7587,0,530096,355104,6285,4929,5307,311735
381,382.0,MANIPUR,SENAPATI,80750,80748,265,73843,6640,80378,81984,80378,81984,14361,80360,81966,0,88,6519,159845,264,5770,73577,1507304,15,440548,1672919,0,0,3259,1060,3294,1060,9885927,2612,15679,15204,475,33794888,4,4,0,0,2676,1368134,179942,122167,0,0,0,0,0,0,0,1662860,,,,,,0,0,0,80343,11479,0,0,0,0,0,0,79665,0,0,0,81591,11479,0,0,0,0,0,0,80022,0,0,0,80259,10251,0,0,0,0,0,0,75853,0,0,0,1356220,88097,0,0,0,0,0,0,228602
382,383.0,MANIPUR,TAMENGLONG,30566,30566,6,27916,2644,31377,33739,31352,33643,7809,31351,33626,0,38,2692,62639,6,139,28653,651758,13,196675,714536,0,0,1407,481,1407,481,158116,7566,6802,6757,45,17296206,0,0,0,0,9202,37218,667955,107,0,54,0,0,0,0,0,705334,,,,,,0,0,2,27179,21522,4000,0,0,0,0,0,30086,0,0,2,27179,21543,4000,0,0,0,0,0,30185,0,0,0,27157,26132,3999,0,0,0,0,0,29451,0,0,0,354218,197052,15996,0,0,0,0,0,147270
383,384.0,MANIPUR,THOUBAL,80757,80749,2333,755,77661,67591,76806,67591,76803,17979,67577,76765,1,163,64999,1619475,2215,47591,363,8771,3,898267,1675837,0,0,3266,1953,3286,1954,11507,2820,85886,81821,4065,303614491,26021,21423,4598,92196,18079,348091,713262,329818,165553,56393,32644,8558,3337,0,102,1535041,,,,,,30880,22554,3534,23474,50352,6913,1741,232,0,220,0,8799,32053,24080,3630,24899,54838,7185,1763,240,0,227,0,9749,30875,22537,3518,23629,50191,9723,1734,232,0,125,0,8765,262981,140923,20179,335809,774283,84987,12850,1181,0,1858,0,40786
384,385.0,MANIPUR,UKHRUL,52618,50512,69,49685,758,47540,47874,47487,47820,2594,47445,47776,0,137,530,11027,65,1300,46850,978234,12,322388,990561,0,0,1949,956,1951,956,826965,2646,25252,25153,99,55538634,0,0,0,0,1595,19295,959960,6787,2924,0,0,0,0,0,0,979990,,,,,,0,1,0,38953,30839,24445,0,0,0,0,68,46719,0,1,0,38958,30840,24446,0,0,0,0,68,46730,0,1,0,38729,30743,24402,0,0,0,0,68,46629,0,1,0,373518,253613,170461,0,0,0,0,748,192220
385,386.0,MEGHALAYA,EAST GARO HILLS,29081,29075,24,28680,371,28197,49999,28195,49994,23733,28018,49530,5633,34,323,26766,22,1993,27673,2313968,658,853775,2342727,6,5483,4625,1749,4625,1756,65698,1994,15001,9343,5658,201349040,155,151,4,1446741,202,1844,5582,11948,22375,44304,97284,527879,887458,542500,11268,2152089,,,,,,24,0,1003,3750,12436,17195,17871,12000,7994,9305,12930,13702,24,0,1445,5025,16524,24203,26500,17248,11085,13475,19641,21398,24,0,999,3712,12424,17761,18124,12342,8474,9073,13333,14597,24,0,21321,81598,246243,373409,393236,227514,118963,152344,251895,286097
386,387.0,MEGHALAYA,EAST KHASI HILLS,85788,84940,179,83722,1039,60719,72053,60719,72051,43825,58884,69433,15961,79,812,55106,159,9826,57913,3909910,933,2639853,3974842,29,15764,6557,4949,6557,4949,2918798,3952,86346,72467,13879,618388263,7498,7045,453,6176349,7695,49402,107658,207437,269076,197898,338183,358712,842681,1596100,0,3942483,,,,,,0,4409,14807,20072,22127,27206,27891,24314,26257,27242,28362,27316,0,4569,15599,20880,23320,29257,30098,26669,28973,29812,31301,29545,0,4118,13808,19463,21725,26206,26787,24757,26423,27940,29044,27313,0,50320,191005,306229,372863,444037,443569,420461,471310,452495,489598,332955
387,388.0,MEGHALAYA,RI BHOI,54594,54275,405,51969,1901,41036,64134,41016,64107,25951,40033,62254,7261,14,1035,52760,161,7870,38837,2198763,171,1099625,2259393,29,7082,4978,3150,4988,3155,827675,3845,39029,36771,2258,252914706,2,2,0,18980,12393,76880,94389,129441,187654,171999,143635,224883,491967,723300,2852,2203295,,,,,,0,5703,12342,13795,17963,19686,16123,17507,10179,7827,9612,10946,0,7321,17669,19923,25222,29050,22353,23241,13005,9495,12532,14026,0,5509,12250,14204,17549,19398,15751,16993,9740,7803,9318,10853,0,57700,201595,245757,322581,373240,271909,277502,133625,106610,131614,137260
388,389.0,MEGHALAYA,SOUTH GARO HILLS,35910,35645,179,34420,1046,30565,33213,30520,33165,18985,30508,33150,14898,20,855,69669,164,14800,29489,2579799,108,630315,2664268,112,14439,5051,2520,5051,2523,5361116,2806,2743,2727,16,30576768,5,3,2,14344,973,5660,15163,35957,82010,83403,59155,66747,824590,1427800,62810,2662574,,,,,,1129,6521,5292,8376,10264,6551,5667,5346,7572,10754,7538,2727,1130,6523,5307,8420,10273,6556,5668,5357,7660,10774,7551,2766,1128,7434,11030,13893,18638,16837,13170,11342,12028,15255,15060,7580,27533,174906,236748,290637,381749,311474,238792,195515,195660,287987,231633,91634
389,390.0,MEGHALAYA,WEST GARO HILLS,90127,90050,2189,69215,18646,82341,103711,82288,103646,59587,80471,101082,24278,30,15493,970366,1851,121390,63127,4960416,48,2232623,6052172,230,22314,11004,2856,11006,2859,1432125,9337,37749,19811,17938,305547938,39,38,1,236713,3628,37889,101085,110107,287171,346401,568750,777770,1392365,2379200,51418,6042357,,,,,,0,0,11537,38904,40979,43028,40602,29629,42939,48017,53555,38680,0,0,12137,41543,43837,46879,44821,32333,47781,52075,57039,40719,0,0,10895,35668,38670,41585,39670,28851,41734,47477,53977,40260,0,0,158748,611034,642602,693360,652321,439905,707868,809820,887481,452645
390,391.0,MEGHALAYA,WEST JAINTIA HILLS,48368,48359,138,47879,342,32666,39346,32646,39327,16249,31692,38073,3117,39,242,12720,72,4198,31378,1541698,28,1113044,1558616,5,3087,2866,1509,2867,1509,4911186,1797,37705,30405,7300,214645722,2897,2646,251,15398475,15296,79041,109652,104702,143778,164483,151143,132158,346645,310200,1518,1492941,,,,,,540,2240,5328,3163,10737,10747,10137,11772,8493,10088,10888,8645,540,2710,5899,3644,12024,11566,11158,13077,8893,10837,11765,9389,539,2239,4961,3383,10491,12114,10852,13552,8928,10854,12090,11448,4186,36367,84659,63304,175921,196916,178461,196629,136549,161859,184400,139365
391,392.0,MEGHALAYA,WEST KHASI HILLS,57273,57159,3,57148,8,43334,67204,43334,67201,13867,42688,65022,3431,78,3,134,3,154,42682,2570442,1093,1419679,2570730,0,3431,4870,2669,4872,2671,511558,3707,70448,60494,9954,467777370,1663,1575,88,1278342,4298,51207,126099,118380,223102,241535,246192,252257,964558,342900,202,2528688,,,,,,17,4132,7115,5120,7719,12587,16235,19463,15342,16584,22119,18648,35,6421,10041,7190,10436,16894,22025,25535,19283,22002,29972,25260,0,3786,6700,4803,7553,12144,15763,18795,14935,16067,21590,18055,0,71957,121527,91470,132184,235548,309140,371262,271795,280230,419225,266392
392,393.0,MIZORAM,AIZAWL,27808,27807,1,27520,286,27585,29687,27559,29654,17414,27557,29623,0,19,280,25368,1,70,27276,2332404,6,627645,2357842,0,0,1860,126,2363,126,3719,3861,29264,8661,20603,185093723,0,0,0,0,0,4788,6496,0,10836,37745,611098,710,1686169,0,0,2353054,,,,,,26524,26673,26763,2528,3037,2586,3420,3546,2944,26500,8849,0,26525,26691,26763,2528,3037,2586,3420,3546,2944,26500,8849,0,26505,26673,26763,26773,5508,2491,3384,3392,2902,26471,0,0,371474,373639,374682,409319,119588,69748,94752,94596,79450,370594,0,0
393,394.0,MIZORAM,CHAMPHAI,29558,29558,0,29555,3,28767,34549,28767,34549,2363,28764,34546,0,12,0,0,0,0,28764,2680572,328,1140891,2680572,0,0,1967,194,2669,194,6777,1422,30305,27980,2325,158469640,0,0,0,0,44,1036,3848,981,2381,2437,22909,30312,2616624,0,0,2679562,,,,,,28231,28339,28491,28424,28421,12879,28237,28218,28215,28330,27944,0,28231,28341,28495,28424,28421,12879,28237,28218,28215,28330,27944,0,28028,28327,28236,28416,28418,28419,28160,27637,16923,16915,16919,0,392392,396592,395302,397824,397853,397866,84480,82911,50769,50745,33838,0
394,395.0,MIZORAM,KOLASIB,18190,18190,11,18041,138,18296,22707,18296,22707,10449,18296,22687,0,1,139,11340,10,840,18147,1479420,2,664549,1491600,0,0,1289,177,1304,177,1646,2334,19041,8090,10951,122871163,0,0,0,0,0,238,1400,0,25368,23970,22750,0,1417874,0,0,1491362,,,,,,17817,17925,0,0,0,0,18122,18216,0,0,0,0,17825,17992,0,0,0,0,18124,18216,0,0,0,0,17728,17895,0,0,0,0,17946,17714,17372,0,0,0,248384,250753,0,0,0,0,251278,497924,243261,0,0,0
395,396.0,MIZORAM,LAWNGTLAI,29710,29710,0,29547,163,29654,40722,29654,40722,5169,29619,40673,26863,19,95,8735,0,0,29524,2850446,368,895619,2859181,0,26793,1805,240,2000,240,293129,1929,29967,13542,16425,169761368,0,0,0,0,35,3682,3767,9503,2739,2092,57219,14852,78992,2686300,0,2855464,,,,,,28185,28226,28295,28907,28833,28833,28842,0,0,0,0,0,28185,28232,28330,28960,28834,28833,28961,0,0,0,0,0,28163,28160,28163,28837,28832,28833,28813,0,0,0,0,0,394282,394240,197141,403612,461314,403584,605008,0,0,0,0,0
396,397.0,MIZORAM,LUNGLEI,35409,35409,4,35223,182,35414,35420,35414,35420,29389,35413,35419,25353,2,182,16936,4,400,35227,3369400,3,1309362,3386736,4,25226,2171,189,2523,189,3599,4433,39537,37547,1990,212080906,0,0,0,0,40,152,868,0,4400,8234,12631,168479,656632,2535300,0,3386584,,,,,,34534,34471,35263,35197,35215,35220,8650,8650,16911,16474,9638,9638,34534,34471,35263,35197,35215,35220,8650,8650,16911,16474,9638,9638,34523,33222,34718,35137,35210,35194,8650,8650,14916,10138,9638,9638,483228,465125,485816,491272,492886,352110,86500,86500,149159,101380,96380,96380
397,398.0,MIZORAM,MAMIT,20761,20760,0,20751,9,21083,22533,21083,22533,10826,21083,22533,0,10,11,812,0,0,21072,1724884,2056,623881,1725696,0,0,1413,112,1413,112,1582,1021,20912,19994,918,115177824,3,3,0,5264,0,1022,10248,0,2982,15512,44520,720,1650692,0,0,1724674,,,,,,20596,20657,20588,20604,20650,20647,0,0,0,0,0,0,20596,20664,20588,20604,20650,20647,0,0,0,0,0,0,20584,20644,20435,20299,20649,20645,0,0,0,0,0,0,288254,289020,286110,284186,289086,289040,0,0,0,0,0,0
398,399.0,MIZORAM,SAIHA,14638,14626,20,14353,253,14079,14355,14030,14305,9663,14031,14304,4312,20,195,15603,19,1454,13817,1131442,612,325099,1148499,4,4258,1009,104,1087,104,2349529,2367,15900,6867,9033,97035108,0,0,0,0,100,762,1655,3345,4028,8020,30672,466134,202583,431200,0,1148217,,,,,,13738,13751,13411,13904,13919,0,7621,6681,0,0,0,0,13738,13756,13411,13904,13920,0,7622,6681,0,0,0,0,13695,13739,13198,13877,12948,13865,7143,4976,0,0,0,0,191750,192348,132050,194315,129556,138873,99943,69664,0,0,0,0
399,400.0,MIZORAM,SERCHHIP,14401,14401,3,14289,109,14475,14498,14475,14498,2341,14468,14491,0,26,117,9214,3,252,14348,1163374,146,428102,1172840,0,0,1029,111,1145,111,1073,1168,25537,25361,176,97655472,0,0,0,0,0,1050,3556,0,8332,12152,78820,0,1068930,0,0,1171790,,,,,,13873,13994,2150,3007,3298,3080,1484,14279,0,1060,0,0,13873,13994,2150,3007,3298,3080,1484,14279,0,1060,0,0,13873,13516,2150,3007,3298,3080,1484,14279,14261,1041,0,0,194222,189224,30088,42098,46172,43120,20776,392912,199654,14574,0,0
400,401.0,ODISHA,ANGUL,189794,189476,34759,27376,127341,46968,81485,46891,81308,28836,40987,68312,137,161,26911,782531,7308,197672,6768,209344,2604,450538,1189547,13,39,2185,962,2240,974,9031463,29476,131387,111721,19666,177394997,51669,38577,13092,35405476,53086,171337,177506,126685,135670,104704,53452,103138,257990,7300,7117,1041553,,,,,,5965,12429,10795,7487,8114,8014,1896,2129,8351,7912,6692,20035,9638,20349,17986,12138,12578,11775,2580,2863,12140,11450,9688,32231,5298,10828,9692,6408,7165,7301,2160,2010,7599,7379,6665,16473,69574,157107,130187,86371,102204,97586,26137,25564,105974,98985,86756,211540
